route_id,station_code,date,departure_time_utc,route_score,total_travel_duration,total_service_time_duration,ERD_seconds,ERD_hours,num_stops_x,num_stops_y,num_stops,total_packages,packages_per_stop,avg_service_time,capacity_m3
RouteID_00595235-52e7-4b68-883c-70482701dea0,DLA8,2018-07-31,16:27:36,Medium,7138.1,23082.2,30220.300000000003,8.394527777777778,129,129,129,274,2.124031007751938,84.24160583941607,3.313071
RouteID_006f581c-3087-4edf-8802-278b078157b9,DLA5,2018-08-08,15:51:02,Medium,13075.5,11430.4,24505.9,6.807194444444445,185,185,185,256,1.3837837837837839,44.65,3.313071
RouteID_00747543-3f2f-47ae-a2f2-91b30ce207ab,DCH3,2018-08-08,15:30:00,High,10937.8,11751.0,22688.8,6.302444444444444,173,173,173,268,1.5491329479768785,43.84701492537314,3.313071
RouteID_0074e307-23c1-4b15-afa2-e58b45e4403c,DCH1,2018-08-03,13:41:51,Medium,10424.9,13080.6,23505.5,6.529305555555555,161,161,161,245,1.5217391304347827,53.39020408163265,3.313071
RouteID_0076d53c-6bfa-4e22-b39e-08769fb8e4d3,DSE5,2018-08-24,14:34:04,Medium,10482.6,10288.3,20770.9,5.769694444444445,130,130,130,202,1.5538461538461539,50.93217821782178,3.313071
RouteID_007a8397-37f4-4775-a452-c6934167526b,DLA7,2018-08-03,15:45:38,Medium,9432.2,16159.4,25591.6,7.108777777777777,176,176,176,275,1.5625,58.76145454545454,3.313071
RouteID_007b8544-11dc-47b2-be61-0095f8f2af71,DLA3,2018-07-21,16:19:23,High,5694.6,19426.4,25121.0,6.978055555555556,78,78,78,153,1.9615384615384615,126.96993464052288,3.313071
RouteID_0091a35c-85fa-4b5e-90cf-4778f441753e,DLA5,2018-08-07,14:45:31,Medium,11345.4,14843.6,26189.0,7.2747222222222225,145,145,145,244,1.6827586206896552,60.834426229508196,3.313071
RouteID_00930ddc-25f9-4371-a437-1e37c9d0a80d,DAU1,2018-08-14,14:15:05,Medium,11710.8,16162.5,27873.3,7.742583333333333,153,153,153,239,1.5620915032679739,67.6255230125523,4.247527
RouteID_00a25e47-65c9-4efc-bfe9-8d9648a0df4e,DCH2,2018-08-07,13:22:44,High,7254.4,12556.6,19811.0,5.503055555555555,157,157,157,264,1.6815286624203822,47.56287878787879,3.313071
RouteID_00ace8b4-30c6-4a20-a723-74ece636a0da,DBO2,2018-08-10,14:02:28,High,9797.3,11954.1,21751.4,6.042055555555556,174,174,174,263,1.5114942528735633,45.45285171102662,3.313071
RouteID_00b8cd9c-613a-4519-b3fd-2b7174f1cff3,DLA3,2018-08-17,15:30:00,High,5190.9,21126.2,26317.1,7.310305555555555,80,80,80,158,1.975,133.7101265822785,3.313071
RouteID_00bea18c-ee16-4a18-a916-7a447c733a7d,DBO2,2018-08-01,13:45:00,Medium,9904.3,27170.3,37074.6,10.298499999999999,141,141,141,243,1.7234042553191489,111.8119341563786,3.313071
RouteID_00ca3fbf-8953-4fbb-9c59-96fce68e6504,DLA7,2018-08-01,15:40:06,High,9928.2,12259.7,22187.9,6.163305555555556,139,139,139,206,1.4820143884892085,59.51310679611651,3.313071
RouteID_00d421bf-f001-4fb0-923e-c343d3d369bc,DBO2,2018-08-04,13:43:34,High,9410.4,12129.0,21539.4,5.983166666666667,159,159,159,255,1.6037735849056605,47.56470588235294,3.313071
RouteID_00e4885d-4563-4790-bace-6c9e4261ce2a,DLA4,2018-07-21,13:58:17,High,9169.4,13376.4,22545.8,6.262722222222222,136,136,136,266,1.9558823529411764,50.28721804511278,3.313071
RouteID_00e7fcc6-2f6d-4054-b9ca-e190fa4ecdce,DLA7,2018-07-26,15:13:11,Medium,12090.1,12396.3,24486.4,6.801777777777779,167,167,167,231,1.3832335329341316,53.663636363636364,3.313071
RouteID_00ead793-e8f0-4ac6-a2d7-d988f05cc715,DLA7,2018-07-28,15:50:45,High,11182.3,14780.7,25963.0,7.211944444444445,198,198,198,291,1.4696969696969697,50.79278350515464,3.313071
RouteID_00f414f8-ff9a-4d98-aca2-a6b991a2037d,DLA7,2018-07-21,16:35:48,High,12644.2,15530.5,28174.7,7.826305555555556,164,164,164,239,1.4573170731707317,64.98117154811716,3.313071
RouteID_00f9c249-33cd-4124-9cf2-b970b157a5ca,DLA7,2018-08-08,14:21:25,High,10587.9,15794.5,26382.4,7.328444444444445,146,146,146,223,1.5273972602739727,70.82735426008969,3.313071
RouteID_00fd7a8d-d5d8-45c0-b710-4ff3e220e6f6,DLA9,2018-07-31,15:24:33,High,10642.9,17725.6,28368.5,7.880138888888889,151,151,151,247,1.6357615894039734,71.76356275303642,3.313071
RouteID_00fe822e-3d3e-4307-80e2-068b07f6018a,DSE2,2018-07-29,15:08:52,Low,8812.5,21465.1,30277.6,8.410444444444444,151,151,151,256,1.695364238410596,83.848046875,4.247527
RouteID_010bb083-17a6-4036-a14a-01d07aff8950,DLA7,2018-07-21,16:00:39,High,9510.1,13703.8,23213.9,6.448305555555556,138,138,138,218,1.5797101449275361,62.861467889908255,3.313071
RouteID_010f2a4e-9f5c-4be7-823d-51d7be4332fe,DLA8,2018-07-23,16:24:26,Medium,4406.0,20820.4,25226.4,7.007333333333333,78,78,78,275,3.5256410256410255,75.71054545454545,3.313071
RouteID_0119890a-9500-448f-a506-29fb49fdf5fe,DLA7,2018-08-07,16:39:25,Medium,10584.7,18152.9,28737.600000000002,7.982666666666668,162,162,162,258,1.5925925925925926,70.36007751937986,3.313071
RouteID_0127b134-186b-4897-8dd8-56afec626082,DLA3,2018-07-28,16:05:17,High,5524.2,20015.0,25539.2,7.094222222222222,91,91,91,200,2.197802197802198,100.075,3.313071
RouteID_01334670-fb7c-48f9-a1b0-b52b5e56c91e,DBO2,2018-08-06,13:50:40,Medium,11476.7,14438.3,25915.0,7.198611111111111,167,167,167,233,1.3952095808383234,61.96695278969957,3.313071
RouteID_013e4370-df62-4c24-a19f-2971db140ca7,DCH4,2018-08-10,14:56:51,Medium,13974.8,13994.7,27969.5,7.7693055555555555,192,192,192,269,1.4010416666666667,52.02490706319703,4.247527
RouteID_0141eb2b-53e3-40f7-9d9b-c29fdcbf000c,DLA8,2018-07-31,16:15:00,High,5941.7,18371.8,24313.5,6.75375,121,121,121,274,2.2644628099173554,67.05036496350365,3.313071
RouteID_01456d1f-ab6a-4e6e-b828-8e574033bc55,DLA8,2018-07-20,15:01:45,Medium,7476.5,18867.7,26344.2,7.317833333333334,136,136,136,238,1.75,79.27605042016808,3.313071
RouteID_0157f4f0-2c0d-4d24-82a8-71230416bf1c,DBO2,2018-07-21,13:45:00,High,7678.9,18856.0,26534.9,7.370805555555556,72,72,72,205,2.8472222222222223,91.98048780487805,4.247527
RouteID_01617cbe-5296-48b5-bfd7-42893812721b,DSE5,2018-08-15,13:58:56,Medium,11039.5,12232.0,23271.5,6.464305555555556,160,160,160,214,1.3375,57.1588785046729,3.313071
RouteID_0168a176-2ddc-4a70-88c3-29588bed32f5,DLA8,2018-08-15,15:17:46,High,5799.5,19831.0,25630.5,7.119583333333333,131,131,131,265,2.0229007633587788,74.83396226415094,3.313071
RouteID_016e3fb9-486a-4501-aa0a-bfb8b9afa966,DLA9,2018-08-23,16:03:42,High,6504.3,23648.7,30153.0,8.375833333333333,96,96,96,264,2.75,89.57840909090909,3.313071
RouteID_01a602f2-f834-4fd0-89b5-6835f049b19e,DSE5,2018-07-25,14:32:36,High,10948.7,17342.6,28291.3,7.858694444444445,155,155,155,216,1.3935483870967742,80.2898148148148,4.247527
RouteID_01a73ffc-c1b8-4995-9723-8235ff2ceb6b,DLA5,2018-08-12,14:25:57,Medium,14902.2,15950.6,30852.800000000003,8.570222222222222,172,172,172,220,1.2790697674418605,72.50272727272727,3.313071
RouteID_01ac92ea-734c-4c80-8049-77b813c6a02b,DLA3,2018-08-03,15:30:00,High,7953.4,12735.0,20688.4,5.746777777777778,149,149,149,264,1.7718120805369129,48.23863636363637,3.313071
RouteID_01b2ff6b-5070-45fd-b215-c6e0411fb25e,DBO2,2018-08-16,12:53:21,High,7572.7,21448.3,29021.0,8.061388888888889,110,110,110,249,2.2636363636363637,86.13775100401607,4.247527
RouteID_01bbc9dd-fc72-4206-a107-81cbb704c4e0,DCH3,2018-07-25,14:57:19,Medium,10724.6,15374.8,26099.4,7.249833333333334,174,174,174,269,1.5459770114942528,57.15539033457249,3.313071
RouteID_01becfe4-7127-489c-8a36-7743ac0097fc,DLA4,2018-07-20,14:24:21,High,8526.2,15454.5,23980.7,6.661305555555556,162,162,162,259,1.5987654320987654,59.66988416988417,3.313071
RouteID_01c30168-2365-46a5-a1c0-60cfafe18c6f,DBO3,2018-07-30,12:35:13,High,13702.1,13332.7,27034.800000000003,7.509666666666668,157,157,157,235,1.4968152866242037,56.73489361702128,4.247527
RouteID_01c74dc7-ecde-406d-a7c9-29554f0ba347,DLA3,2018-08-07,16:00:25,Medium,6770.3,18872.0,25642.3,7.122861111111111,116,116,116,277,2.3879310344827585,68.12996389891697,3.313071
RouteID_01c9f706-0d46-427b-998c-f1559dda4ad3,DLA7,2018-07-22,14:36:46,Medium,12528.9,18450.3,30979.199999999997,8.605333333333332,151,151,151,242,1.6026490066225165,76.24090909090908,3.313071
RouteID_01d0b1c1-2379-49b8-a24f-db0ae01fb2be,DLA4,2018-07-24,15:19:11,Medium,12235.0,18344.6,30579.6,8.494333333333334,202,202,202,289,1.4306930693069306,63.476124567474045,3.313071
RouteID_01e90207-8d40-4ea8-a766-e8fc349171bd,DLA7,2018-07-28,16:39:47,Medium,11243.1,17254.3,28497.4,7.9159444444444444,171,171,171,252,1.4736842105263157,68.46944444444445,3.313071
RouteID_01e9bcd8-7c3a-4b55-ae2f-192c7cadd0d9,DLA8,2018-07-29,18:02:35,High,9013.0,19228.5,28241.5,7.844861111111111,151,151,151,292,1.9337748344370862,65.85102739726027,3.313071
RouteID_01f96ab9-1149-4217-9b7a-5e16faee252f,DLA7,2018-08-13,14:47:17,Medium,10598.6,13031.4,23630.0,6.563888888888889,152,152,152,221,1.4539473684210527,58.96561085972851,3.313071
RouteID_020722cd-bea1-4f01-9d49-bc65a1e51a91,DLA8,2018-07-26,16:24:06,High,7161.900000000001,14558.3,21720.2,6.033388888888889,129,129,129,292,2.2635658914728682,49.857191780821914,3.313071
RouteID_0229f7ce-11fd-48ec-83a9-892fcebd924e,DLA7,2018-07-20,15:10:24,High,11955.2,17546.1,29501.3,8.194805555555556,178,178,178,266,1.4943820224719102,65.96278195488722,3.313071
RouteID_022f1cf8-78ac-47d7-9a0d-4d90394cea95,DSE5,2018-08-22,15:24:31,Medium,9415.0,15967.1,25382.1,7.050583333333333,135,135,135,188,1.3925925925925926,84.9313829787234,4.247527
RouteID_0233acdf-6721-4975-b8c4-7d9cbcba11dd,DLA9,2018-08-24,15:50:08,Medium,10574.300000000001,18170.3,28744.6,7.984611111111111,150,150,150,247,1.6466666666666667,73.56396761133603,3.313071
RouteID_02388faf-93c8-4ce9-a5d1-62b97b4accf4,DBO3,2018-08-17,12:02:37,Medium,15415.9,9516.7,24932.6,6.9257222222222214,156,156,156,219,1.4038461538461537,43.455251141552516,3.313071
RouteID_023c04c1-4b54-46f7-8db1-f6dc945d4ead,DCH4,2018-08-15,15:30:33,High,11808.8,14842.8,26651.6,7.4032222222222215,167,167,167,254,1.5209580838323353,58.436220472440944,4.247527
RouteID_024674c7-4fc7-478b-b341-5f33e15b9f13,DLA3,2018-07-22,15:03:11,High,6830.0,14871.3,21701.3,6.028138888888889,137,137,137,294,2.145985401459854,50.582653061224484,3.313071
RouteID_024a44ee-5a90-48d3-8f80-d8e7b124971e,DAU1,2018-07-29,15:26:50,High,13389.9,14784.2,28174.1,7.826138888888888,163,163,163,271,1.6625766871165644,54.55424354243543,4.247527
RouteID_025ecb40-3116-45af-b6a1-db5a5531fafc,DAU1,2018-08-02,15:30:00,Medium,13362.9,16028.0,29390.9,8.164138888888889,164,164,164,236,1.4390243902439024,67.91525423728814,4.247527
RouteID_02739d8c-0c91-4cfc-8891-bd24c95e7789,DLA7,2018-07-26,16:00:00,Medium,13608.2,15722.8,29331.0,8.1475,173,173,173,234,1.3526011560693643,67.19145299145299,3.313071
RouteID_027b5c34-74cd-4c87-a744-7823fb36e43f,DSE2,2018-07-30,15:04:21,High,5724.9,20202.9,25927.800000000003,7.202166666666668,104,104,104,206,1.9807692307692308,98.07233009708739,3.313071
RouteID_02883f75-7507-4664-9a6d-5b963760a087,DLA7,2018-08-11,14:31:59,High,10441.3,18332.2,28773.5,7.992638888888889,152,152,152,245,1.611842105263158,74.82530612244898,3.313071
RouteID_028a010c-c9a5-4945-b6e6-953da1eab12b,DSE4,2018-08-10,15:25:34,Medium,7685.7,18287.2,25972.9,7.2146944444444445,123,123,123,217,1.7642276422764227,84.27281105990784,4.247527
RouteID_028ff4a1-50ed-4882-8445-238fa0c9643c,DLA7,2018-07-20,16:28:51,Medium,12721.4,15579.7,28301.1,7.861416666666666,162,162,162,252,1.5555555555555556,61.82420634920635,3.313071
RouteID_029ae9e8-1e14-441b-9db1-595910ce611e,DLA8,2018-08-17,16:05:17,High,6615.0,15775.7,22390.7,6.219638888888889,135,135,135,241,1.7851851851851852,65.45933609958506,4.247527
RouteID_02a11297-d6d0-47cd-a802-5c42867381fa,DLA4,2018-07-31,14:05:02,Medium,8324.6,12552.0,20876.6,5.799055555555555,115,115,115,262,2.2782608695652176,47.908396946564885,3.313071
RouteID_02b60f05-f339-4707-9eaa-bd114aefea39,DCH1,2018-08-04,15:00:00,Medium,8749.6,18049.0,26798.6,7.444055555555555,119,119,119,263,2.2100840336134455,68.62737642585552,3.313071
RouteID_02dcbb3e-b9dd-49de-8a36-293ac3dfcaaa,DLA7,2018-08-01,14:28:40,Medium,12413.3,14856.8,27270.1,7.575027777777778,153,153,153,229,1.4967320261437909,64.8768558951965,3.313071
RouteID_02e1401a-47ff-4bf9-ab19-99bfb7ab14c7,DBO2,2018-08-13,12:55:23,Medium,11393.0,18170.6,29563.6,8.212111111111112,182,182,182,260,1.4285714285714286,69.88692307692307,3.313071
RouteID_02f5263c-6cae-4a15-9c81-e5394f4c9924,DLA9,2018-08-13,14:19:26,Medium,10078.3,17880.2,27958.5,7.76625,132,132,132,230,1.7424242424242424,77.74000000000001,3.313071
RouteID_02f91cfa-3839-4e55-91a0-ab19c3e77683,DSE2,2018-08-09,14:30:00,High,6457.8,23521.6,29979.399999999998,8.32761111111111,83,83,83,171,2.0602409638554215,137.553216374269,3.313071
RouteID_031284fb-96fa-4f39-b061-e102d2486ceb,DLA7,2018-08-03,16:36:30,High,8764.2,16159.0,24923.2,6.923111111111111,185,185,185,273,1.4756756756756757,59.19047619047619,3.313071
RouteID_03158a7e-a045-4278-b8e7-8f8998697ecd,DLA9,2018-08-13,15:59:27,Medium,11386.0,18697.5,30083.5,8.356527777777778,161,161,161,245,1.5217391304347827,76.31632653061224,3.313071
RouteID_031818b3-94f1-45fd-9fec-b59162ea09c7,DLA9,2018-07-23,13:56:08,High,11540.2,18642.9,30183.100000000002,8.384194444444445,153,153,153,260,1.6993464052287581,71.70346153846154,3.313071
RouteID_0318ef67-d23a-4d9a-bbd3-28e5e8a8c4a0,DLA9,2018-08-05,15:00:00,Medium,9528.9,18542.6,28071.5,7.797638888888889,125,125,125,202,1.616,91.79504950495048,3.313071
RouteID_03206eae-8985-4dac-b5f9-0db4a09005d0,DSE5,2018-08-22,15:25:48,High,12207.6,10958.1,23165.7,6.434916666666667,173,173,173,242,1.3988439306358382,45.28140495867769,4.247527
RouteID_03256465-637e-4330-a753-9e86d50e976e,DAU1,2018-08-10,15:24:57,High,9996.3,14850.7,24847.0,6.901944444444444,158,158,158,290,1.8354430379746836,51.209310344827585,4.247527
RouteID_0328be74-9bac-4307-90f7-79eece245f6a,DSE5,2018-08-10,15:00:57,Medium,12708.9,11772.2,24481.1,6.800305555555555,142,142,142,198,1.3943661971830985,59.455555555555556,3.313071
RouteID_032ba4dc-3d0b-4cb1-bed6-3470874714f3,DCH1,2018-08-15,15:00:00,High,4601.4,13095.6,17697.0,4.9158333333333335,74,74,74,222,3.0,58.98918918918919,3.313071
RouteID_032be887-07f5-4105-b510-dfef08923bc6,DLA9,2018-07-26,14:25:19,High,9333.6,18223.9,27557.5,7.654861111111111,135,135,135,240,1.7777777777777777,75.93291666666667,3.313071
RouteID_032d60c8-a403-4032-affa-a2e5598431d7,DLA5,2018-08-14,15:16:53,Medium,12554.8,16612.7,29167.5,8.102083333333333,151,151,151,232,1.5364238410596027,71.60646551724139,3.313071
RouteID_0331580a-3797-418d-b347-61cc4547235e,DCH4,2018-07-31,15:14:42,High,13292.8,17619.1,30911.899999999998,8.586638888888888,123,123,123,197,1.6016260162601625,89.43705583756345,4.247527
RouteID_033dd66b-707f-437b-86a4-4f295bf2e557,DLA7,2018-07-20,15:53:10,Medium,12814.4,13274.7,26089.1,7.2469722222222215,190,190,190,266,1.4,49.90488721804512,3.313071
RouteID_033ffe13-fab3-47d7-a863-9264aa452156,DCH4,2018-07-24,13:52:09,Medium,15930.1,14521.5,30451.6,8.458777777777778,189,189,189,229,1.2116402116402116,63.41266375545852,4.247527
RouteID_034710a2-7b5e-4c2d-a0bf-89cf9fb584ee,DLA9,2018-08-05,16:00:10,Medium,9539.7,20892.8,30432.5,8.453472222222222,151,151,151,284,1.880794701986755,73.5661971830986,3.313071
RouteID_0385422e-f9bf-4825-a3fb-777ef3e24e28,DLA8,2018-07-29,17:10:00,Medium,10802.6,19659.1,30461.699999999997,8.461583333333332,174,174,174,299,1.7183908045977012,65.7494983277592,3.313071
RouteID_038cdc3f-7fc5-4f4d-854f-84935065df5d,DCH2,2018-07-26,15:01:01,Medium,10192.9,19425.2,29618.1,8.22725,189,189,189,287,1.5185185185185186,67.6836236933798,3.313071
RouteID_038fd948-9740-446a-b3ee-6f2b0f4ce1b1,DLA9,2018-07-20,16:27:03,High,10945.7,16660.8,27606.5,7.668472222222222,196,196,196,271,1.3826530612244898,61.47896678966789,3.313071
RouteID_03939724-efdf-4543-aa72-4aa962860d98,DSE4,2018-08-01,15:34:50,High,5835.9,19817.5,25653.4,7.125944444444444,103,103,103,193,1.8737864077669903,102.68134715025907,4.247527
RouteID_03993849-06f7-4c5c-95d5-a2f70fb796cf,DSE4,2018-08-15,15:44:49,Medium,11405.800000000001,19001.7,30407.5,8.446527777777778,152,152,152,232,1.5263157894736843,81.90387931034483,4.247527
RouteID_039de5c0-5128-49cc-a04f-e712baef445a,DSE2,2018-07-22,14:54:37,Medium,7552.3,22714.0,30266.3,8.407305555555554,107,107,107,190,1.7757009345794392,119.54736842105264,3.313071
RouteID_039e2075-2a3b-44d7-8662-0a60043e278f,DSE4,2018-07-28,15:11:23,Medium,13505.3,18975.6,32480.899999999998,9.022472222222222,189,189,189,297,1.5714285714285714,63.89090909090908,3.313071
RouteID_03a1169d-dddc-4c42-be27-96daf0ac5444,DBO3,2018-07-27,11:42:36,Medium,15619.3,11109.8,26729.1,7.4247499999999995,175,175,175,225,1.2857142857142858,49.376888888888885,4.247527
RouteID_03a85c45-30f2-401f-ac53-0f0fdfacd6c5,DCH2,2018-07-31,14:02:13,High,9739.4,19856.4,29595.800000000003,8.221055555555557,156,156,156,294,1.8846153846153846,67.53877551020409,3.313071
RouteID_03b1783a-a994-4719-bcca-253709fd8b21,DLA8,2018-08-15,17:17:53,Medium,7508.4,20996.6,28505.0,7.918055555555555,129,129,129,245,1.8992248062015504,85.7004081632653,3.313071
RouteID_03b34f91-9374-40a1-a9f6-b7401c8fa544,DLA9,2018-08-25,16:17:14,High,10189.2,19071.9,29261.100000000002,8.128083333333334,151,151,151,260,1.7218543046357615,73.35346153846154,3.313071
RouteID_03b80f56-768d-4ecd-95ac-1a32c4e04127,DLA7,2018-08-09,14:20:09,High,11258.2,13880.4,25138.6,6.982944444444444,148,148,148,230,1.554054054054054,60.3495652173913,3.313071
RouteID_03babb1c-6f77-4481-bf80-80fcf1a69ab1,DSE4,2018-08-07,15:36:03,Medium,7720.5,16108.3,23828.8,6.619111111111111,82,82,82,223,2.7195121951219514,72.23452914798206,4.247527
RouteID_03d55a14-2a10-4328-956b-428cee2ac6fe,DCH1,2018-08-13,14:13:46,Medium,6465.8,13501.7,19967.5,5.5465277777777775,82,82,82,240,2.926829268292683,56.257083333333334,3.313071
RouteID_03d7f558-cb0d-4324-b66a-fac0a866369b,DBO3,2018-07-26,12:21:08,Medium,11629.7,16853.7,28483.4,7.912055555555556,156,156,156,217,1.391025641025641,77.6668202764977,4.247527
RouteID_03e1d5e3-47f9-4bd8-becf-f88aa269f0e3,DLA7,2018-08-10,14:55:39,Medium,11199.9,13971.3,25171.199999999997,6.991999999999999,149,149,149,246,1.651006711409396,56.793902439024386,3.313071
RouteID_03efbb24-bf37-4717-8969-986e97ae2a96,DLA8,2018-08-13,15:03:40,Medium,10467.8,15924.3,26392.1,7.331138888888889,173,173,173,258,1.4913294797687862,61.72209302325581,3.313071
RouteID_03f9d959-6c94-4fe0-9957-df684d08c637,DCH4,2018-08-12,13:41:43,Medium,13137.0,18298.1,31435.1,8.731972222222222,186,186,186,264,1.4193548387096775,69.31098484848485,4.247527
RouteID_040c97f6-c0e1-4c8c-af0b-0c3c6ca9064c,DLA7,2018-08-15,16:36:10,Medium,10026.5,16591.7,26618.2,7.393944444444444,178,178,178,238,1.3370786516853932,69.71302521008404,3.313071
RouteID_0410429c-1ddd-4554-9761-27dcab7c1f18,DLA9,2018-07-26,13:45:34,Medium,12231.2,16591.4,28822.600000000002,8.006277777777779,135,135,135,229,1.6962962962962962,72.45152838427948,3.313071
RouteID_04189f85-13a6-47b8-a78e-ec5688be0819,DBO1,2018-08-05,12:27:14,High,3981.2999999999997,22564.6,26545.899999999998,7.37386111111111,38,38,38,186,4.894736842105263,121.31505376344086,4.247527
RouteID_041cfbe9-363a-4a9f-a372-c487ca78b385,DCH1,2018-08-04,13:39:50,High,13005.1,9954.1,22959.2,6.377555555555555,181,181,181,230,1.270718232044199,43.278695652173916,4.247527
RouteID_0446eb68-1fe0-40f3-b82e-2cbddd0433d3,DCH4,2018-08-03,13:43:42,Medium,11792.7,17620.8,29413.5,8.170416666666666,169,169,169,232,1.3727810650887573,75.95172413793104,4.247527
RouteID_04662c65-ed3a-4366-a32b-6f4b93b17c0a,DLA8,2018-08-07,17:27:53,High,5540.6,24074.4,29615.0,8.22638888888889,85,85,85,180,2.1176470588235294,133.74666666666667,3.313071
RouteID_047615ff-801a-4a1d-a302-00bdc0a920b8,DBO3,2018-08-17,12:15:00,Medium,12060.1,15239.0,27299.1,7.583083333333333,160,160,160,223,1.39375,68.33632286995515,4.247527
RouteID_04900acf-0ede-4f77-930b-d10860c0c39f,DLA9,2018-08-14,16:00:00,Medium,12000.0,15363.5,27363.5,7.6009722222222225,161,161,161,217,1.3478260869565217,70.79953917050692,3.313071
RouteID_04982ba3-19ee-4a8e-86f4-942a3ad2c4de,DSE4,2018-08-03,15:03:11,Medium,12513.8,13095.9,25609.699999999997,7.113805555555555,156,156,156,261,1.6730769230769231,50.175862068965515,3.313071
RouteID_04a6f36d-da01-4975-b7bf-8b22c2b7b2ca,DBO3,2018-07-21,12:25:34,Medium,14491.0,17039.6,31530.6,8.7585,185,185,185,240,1.2972972972972974,70.99833333333332,4.247527
RouteID_04b498c7-f124-4da5-bbb1-ef7a25950572,DSE4,2018-08-10,15:35:44,High,10127.0,13339.6,23466.6,6.5184999999999995,121,121,121,217,1.7933884297520661,61.47281105990783,4.247527
RouteID_0504bcca-4f12-40a8-8a77-bb91b13029c4,DLA7,2018-08-14,16:15:39,High,10538.7,15725.9,26264.6,7.2957222222222216,162,162,162,239,1.4753086419753085,65.79874476987447,3.313071
RouteID_0509f10a-e45c-40d4-b544-bf69817833f6,DLA7,2018-08-13,16:28:20,High,10272.4,7807.4,18079.8,5.022166666666666,155,155,155,211,1.3612903225806452,37.001895734597156,3.313071
RouteID_0516c035-87a6-414a-a031-d8cab8ae8a0a,DLA3,2018-08-04,14:28:47,Low,6359.3,23368.3,29727.6,8.257666666666665,82,82,82,161,1.9634146341463414,145.1447204968944,3.313071
RouteID_051985ac-ac65-4e53-b319-07a6027bc494,DLA7,2018-07-25,14:34:42,Medium,11735.8,16365.6,28101.4,7.805944444444445,149,149,149,270,1.8120805369127517,60.61333333333334,3.313071
RouteID_051bd9d6-2c14-4de6-8054-95dc01a866cc,DBO3,2018-07-30,12:15:00,Medium,10714.1,17671.4,28385.5,7.884861111111111,118,118,118,190,1.6101694915254237,93.00736842105263,3.313071
RouteID_05238a07-a932-45a8-b035-4705b7eddba9,DSE4,2018-07-21,15:01:51,Medium,12456.0,14320.9,26776.9,7.438027777777778,195,195,195,285,1.4615384615384615,50.248771929824564,3.313071
RouteID_0529a9e1-03b7-43e3-bb88-496a3f05ff54,DSE2,2018-08-09,14:20:40,High,7723.2,23410.7,31133.9,8.648305555555556,132,132,132,221,1.6742424242424243,105.93076923076923,3.313071
RouteID_0531038c-5b2c-47bd-b686-5ad3673c5006,DLA9,2018-07-25,14:32:46,High,9316.3,18254.5,27570.8,7.658555555555555,148,148,148,272,1.837837837837838,67.11213235294117,3.313071
RouteID_0538a21d-d3cf-4696-80f0-b9366efb7378,DLA7,2018-07-30,15:19:56,High,11917.3,16414.5,28331.8,7.869944444444444,144,144,144,220,1.5277777777777777,74.61136363636363,3.313071
